User_id,Session_id,Event,Timestamp,Device,Region,Channel,Category,Revenue,Bounce_flag
USR00020,SES00020,Add to Cart,31-01-2026 09:07,Desktop,East,Email,Electronics,0,Yes
USR00021,SES00021,Browse,04-02-2026 19:27,Mobile,North,Google Ads,Fashion,0,Yes
USR00021,SES00021,Add to Cart,04-02-2026 19:32,Tablet,East,Email,Home,0,Yes
USR00021,SES00021,Checkout,04-02-2026 19:35,Tablet,East,Organic,Fashion,0,Yes
USR00022,SES00022,Browse,14-01-2026 22:40,Desktop,South,Social Media,Beauty,0,Yes
USR00022,SES00022,Add to Cart,14-01-2026 22:42,Tablet,South,Organic,Home,0,Yes
USR00023,SES00023,Browse,13-01-2026 12:43,Desktop,South,Social Media,Sports,0,Yes
USR00023,SES00023,Add to Cart,13-01-2026 12:45,Tablet,East,Organic,Sports,0,Yes
USR00024,SES00024,Browse,12-01-2026 18:43,Tablet,West,Email,Beauty,0,Yes
USR00024,SES00024,Add to Cart,12-01-2026 18:47,Desktop,West,Organic,Home,0,Yes
USR00025,SES00025,Browse,24-01-2026 17:57,Desktop,South,Google Ads,Fashion,0,Yes
USR00026,SES00026,Browse,19-01-2026 18:54,Tablet,East,Email,Sports,0,Yes
USR00026,SES00026,Add to Cart,19-01-2026 18:59,Tablet,East,Email,Beauty,0,Yes
USR00027,SES00027,Browse,11-01-2026 17:59,Tablet,West,Social Media,Beauty,0,Yes
USR00027,SES00027,Add to Cart,11-01-2026 18:03,Tablet,West,Organic,Beauty,0,Yes
USR00027,SES00027,Checkout,11-01-2026 18:05,Tablet,West,Google Ads,Sports,0,Yes
USR00028,SES00028,Browse,09-01-2026 15:46,Mobile,West,Organic,Sports,0,Yes
USR00028,SES00028,Add to Cart,09-01-2026 15:50,Desktop,South,Social Media,Sports,0,Yes
USR00029,SES00029,Browse,26-01-2026 02:45,Desktop,East,Google Ads,Fashion,0,Yes
USR00030,SES00030,Browse,25-01-2026 11:35,Mobile,West,Social Media,Beauty,0,Yes
USR00030,SES00030,Add to Cart,25-01-2026 11:37,Desktop,West,Email,Home,0,Yes
USR00030,SES00030,Checkout,25-01-2026 11:39,Tablet,South,Email,Sports,0,Yes
USR00031,SES00031,Browse,24-01-2026 10:04,Tablet,West,Organic,Beauty,0,Yes
USR00031,SES00031,Add to Cart,24-01-2026 10:07,Desktop,North,Social Media,Beauty,0,Yes
USR00031,SES00031,Checkout,24-01-2026 10:09,Mobile,East,Social Media,Home,0,Yes
USR00032,SES00032,Browse,24-01-2026 10:58,Mobile,North,Social Media,Home,0,Yes
USR00032,SES00032,Add to Cart,24-01-2026 11:03,Tablet,East,Social Media,Fashion,0,Yes
USR00033,SES00033,Browse,10-01-2026 12:46,Desktop,South,Organic,Sports,0,Yes
USR00034,SES00034,Browse,28-01-2026 17:18,Desktop,West,Organic,Sports,0,Yes
USR00034,SES00034,Add to Cart,28-01-2026 17:22,Tablet,South,Organic,Beauty,0,Yes
USR00035,SES00035,Browse,28-01-2026 16:59,Tablet,East,Email,Beauty,0,Yes
USR00035,SES00035,Add to Cart,28-01-2026 17:03,Desktop,East,Google Ads,Home,0,Yes
USR00035,SES00035,Checkout,28-01-2026 17:08,Tablet,North,Social Media,Electronics,0,Yes
USR00036,SES00036,Browse,08-01-2026 13:38,Mobile,North,Google Ads,Electronics,0,No
USR00036,SES00036,Add to Cart,08-01-2026 13:41,Mobile,West,Social Media,Fashion,0,No
USR00036,SES00036,Checkout,08-01-2026 13:46,Desktop,South,Organic,Fashion,0,No
USR00036,SES00036,Purchase,08-01-2026 13:49,Desktop,North,Email,Beauty,1347.96,No
USR00037,SES00037,Browse,02-02-2026 14:25,Tablet,North,Email,Electronics,0,Yes
USR00038,SES00038,Browse,19-01-2026 12:46,Mobile,West,Google Ads,Electronics,0,Yes
USR00039,SES00039,Browse,02-02-2026 02:57,Tablet,East,Email,Sports,0,Yes
USR00040,SES00040,Browse,20-01-2026 21:27,Tablet,East,Social Media,Sports,0,Yes
USR00040,SES00040,Add to Cart,20-01-2026 21:29,Mobile,South,Google Ads,Fashion,0,Yes
USR00041,SES00041,Browse,29-01-2026 21:39,Desktop,West,Organic,Fashion,0,Yes
USR00042,SES00042,Browse,05-01-2026 22:47,Desktop,East,Organic,Home,0,Yes
USR00042,SES00042,Add to Cart,05-01-2026 22:52,Tablet,West,Email,Fashion,0,Yes
USR00043,SES00043,Browse,19-01-2026 00:19,Mobile,South,Organic,Home,0,No
USR00043,SES00043,Add to Cart,19-01-2026 00:22,Desktop,North,Google Ads,Beauty,0,No
USR00043,SES00043,Checkout,19-01-2026 00:25,Tablet,South,Social Media,Home,0,No
USR00043,SES00043,Purchase,19-01-2026 00:30,Tablet,West,Google Ads,Home,515.16,No
USR00044,SES00044,Browse,12-01-2026 23:15,Desktop,South,Social Media,Fashion,0,Yes
USR00044,SES00044,Add to Cart,12-01-2026 23:20,Mobile,South,Social Media,Electronics,0,Yes
USR00045,SES00045,Browse,09-01-2026 12:16,Tablet,West,Organic,Home,0,Yes
USR00046,SES00046,Browse,23-01-2026 09:52,Mobile,East,Social Media,Home,0,Yes
USR00046,SES00046,Add to Cart,23-01-2026 09:55,Mobile,East,Social Media,Electronics,0,Yes
USR00047,SES00047,Browse,08-01-2026 05:05,Tablet,West,Organic,Electronics,0,Yes
USR00048,SES00048,Browse,01-02-2026 09:43,Desktop,West,Email,Sports,0,Yes
USR00048,SES00048,Add to Cart,01-02-2026 09:46,Desktop,East,Google Ads,Beauty,0,Yes
USR00048,SES00048,Checkout,01-02-2026 09:49,Desktop,South,Social Media,Fashion,0,Yes
USR00049,SES00049,Browse,01-02-2026 23:10,Tablet,North,Organic,Electronics,0,Yes
USR00049,SES00049,Add to Cart,01-02-2026 23:14,Tablet,South,Google Ads,Electronics,0,Yes
USR00050,SES00050,Browse,26-01-2026 13:41,Mobile,East,Google Ads,Fashion,0,Yes
USR00050,SES00050,Add to Cart,26-01-2026 13:43,Desktop,South,Social Media,Fashion,0,Yes
USR00051,SES00051,Browse,17-01-2026 14:08,Tablet,South,Email,Electronics,0,Yes
USR00051,SES00051,Add to Cart,17-01-2026 14:10,Mobile,West,Email,Home,0,Yes
USR00052,SES00052,Browse,26-01-2026 12:26,Tablet,South,Organic,Electronics,0,Yes
USR00052,SES00052,Add to Cart,26-01-2026 12:28,Desktop,West,Email,Home,0,Yes
USR00053,SES00053,Browse,20-01-2026 19:11,Mobile,West,Google Ads,Fashion,0,Yes
USR00054,SES00054,Browse,16-01-2026 15:44,Desktop,South,Organic,Electronics,0,Yes
USR00055,SES00055,Browse,12-01-2026 17:55,Desktop,North,Google Ads,Sports,0,Yes
USR00056,SES00056,Browse,03-02-2026 00:45,Mobile,South,Social Media,Sports,0,Yes
USR00056,SES00056,Add to Cart,03-02-2026 00:47,Desktop,North,Google Ads,Sports,0,Yes
USR00057,SES00057,Browse,24-01-2026 22:55,Tablet,West,Social Media,Home,0,Yes
USR00057,SES00057,Add to Cart,24-01-2026 22:59,Desktop,West,Google Ads,Fashion,0,Yes
USR00058,SES00058,Browse,21-01-2026 02:30,Desktop,North,Social Media,Home,0,Yes
USR00059,SES00059,Browse,19-01-2026 14:23,Tablet,North,Organic,Fashion,0,Yes
USR00060,SES00060,Browse,08-01-2026 19:30,Mobile,South,Google Ads,Fashion,0,Yes
USR00060,SES00060,Add to Cart,08-01-2026 19:32,Mobile,West,Organic,Home,0,Yes
USR00060,SES00060,Checkout,08-01-2026 19:35,Desktop,West,Social Media,Electronics,0,Yes
USR00061,SES00061,Browse,05-01-2026 23:10,Mobile,West,Google Ads,Sports,0,Yes
USR00061,SES00061,Add to Cart,05-01-2026 23:13,Mobile,East,Email,Fashion,0,Yes
USR00061,SES00061,Checkout,05-01-2026 23:16,Tablet,West,Email,Beauty,0,Yes
USR00062,SES00062,Browse,01-02-2026 14:10,Tablet,West,Email,Beauty,0,Yes
USR00062,SES00062,Add to Cart,01-02-2026 14:12,Desktop,South,Google Ads,Fashion,0,Yes
USR00062,SES00062,Checkout,01-02-2026 14:17,Desktop,East,Social Media,Home,0,Yes
USR00063,SES00063,Browse,07-01-2026 03:18,Desktop,South,Email,Fashion,0,Yes
USR00063,SES00063,Add to Cart,07-01-2026 03:20,Desktop,South,Email,Beauty,0,Yes
USR00063,SES00063,Checkout,07-01-2026 03:25,Desktop,West,Email,Sports,0,Yes
USR00064,SES00064,Browse,08-01-2026 11:18,Tablet,North,Google Ads,Beauty,0,Yes
USR00064,SES00064,Add to Cart,08-01-2026 11:21,Desktop,South,Email,Fashion,0,Yes
USR00065,SES00065,Browse,08-01-2026 12:58,Desktop,West,Organic,Sports,0,Yes
USR00066,SES00066,Browse,02-02-2026 06:41,Mobile,North,Google Ads,Home,0,Yes
USR00066,SES00066,Add to Cart,02-02-2026 06:43,Tablet,South,Google Ads,Fashion,0,Yes
USR00067,SES00067,Browse,22-01-2026 06:16,Mobile,South,Organic,Electronics,0,No
USR00067,SES00067,Add to Cart,22-01-2026 06:20,Mobile,South,Email,Fashion,0,No
USR00067,SES00067,Checkout,22-01-2026 06:25,Mobile,North,Google Ads,Electronics,0,No
USR00067,SES00067,Purchase,22-01-2026 06:29,Desktop,West,Email,Home,1065.74,No
USR00068,SES00068,Browse,26-01-2026 10:54,Desktop,North,Google Ads,Home,0,Yes
USR00068,SES00068,Add to Cart,26-01-2026 10:56,Desktop,South,Email,Electronics,0,Yes
USR00069,SES00069,Browse,29-01-2026 12:21,Desktop,East,Organic,Fashion,0,Yes
USR00069,SES00069,Add to Cart,29-01-2026 12:26,Desktop,North,Email,Sports,0,Yes
USR00069,SES00069,Checkout,29-01-2026 12:28,Desktop,West,Email,Home,0,Yes
USR00070,SES00070,Browse,14-01-2026 08:16,Mobile,North,Organic,Sports,0,Yes
USR00071,SES00071,Browse,16-01-2026 15:53,Tablet,West,Email,Beauty,0,Yes
USR00071,SES00071,Add to Cart,16-01-2026 15:57,Desktop,West,Social Media,Home,0,Yes
USR00072,SES00072,Browse,13-01-2026 08:26,Mobile,West,Organic,Home,0,Yes
USR00072,SES00072,Add to Cart,13-01-2026 08:31,Tablet,East,Social Media,Beauty,0,Yes
USR00072,SES00072,Checkout,13-01-2026 08:35,Desktop,West,Google Ads,Fashion,0,Yes
USR00073,SES00073,Browse,15-01-2026 17:00,Desktop,East,Google Ads,Sports,0,No
USR00073,SES00073,Add to Cart,15-01-2026 17:04,Tablet,West,Organic,Home,0,No
USR00073,SES00073,Checkout,15-01-2026 17:07,Mobile,North,Email,Sports,0,No
USR00073,SES00073,Purchase,15-01-2026 17:12,Mobile,South,Google Ads,Sports,785.77,No
USR00074,SES00074,Browse,31-01-2026 13:40,Desktop,North,Social Media,Beauty,0,Yes
USR00074,SES00074,Add to Cart,31-01-2026 13:44,Mobile,East,Email,Home,0,Yes
USR00075,SES00075,Browse,23-01-2026 22:32,Desktop,West,Social Media,Home,0,No
USR00075,SES00075,Add to Cart,23-01-2026 22:37,Desktop,North,Email,Beauty,0,No
USR00075,SES00075,Checkout,23-01-2026 22:42,Desktop,North,Google Ads,Electronics,0,No
USR00075,SES00075,Purchase,23-01-2026 22:47,Mobile,North,Social Media,Beauty,1323.58,No
USR00076,SES00076,Browse,31-01-2026 13:46,Desktop,North,Google Ads,Home,0,Yes
USR00076,SES00076,Add to Cart,31-01-2026 13:51,Tablet,East,Google Ads,Fashion,0,Yes
USR00077,SES00077,Browse,01-02-2026 12:20,Desktop,North,Social Media,Sports,0,Yes
USR00077,SES00077,Add to Cart,01-02-2026 12:22,Mobile,North,Email,Sports,0,Yes
USR00077,SES00077,Checkout,01-02-2026 12:24,Mobile,South,Google Ads,Sports,0,Yes
USR00078,SES00078,Browse,18-01-2026 03:24,Tablet,West,Email,Fashion,0,Yes
USR00078,SES00078,Add to Cart,18-01-2026 03:27,Desktop,North,Social Media,Sports,0,Yes
USR00079,SES00079,Browse,11-01-2026 23:10,Mobile,East,Social Media,Sports,0,No
USR00079,SES00079,Add to Cart,11-01-2026 23:13,Mobile,South,Social Media,Home,0,No
USR00079,SES00079,Checkout,11-01-2026 23:18,Desktop,South,Google Ads,Electronics,0,No
USR00079,SES00079,Purchase,11-01-2026 23:22,Desktop,West,Email,Beauty,959.48,No
USR00080,SES00080,Browse,23-01-2026 15:57,Mobile,South,Organic,Home,0,Yes
USR00080,SES00080,Add to Cart,23-01-2026 16:00,Mobile,South,Social Media,Electronics,0,Yes
USR00081,SES00081,Browse,26-01-2026 03:54,Mobile,West,Google Ads,Sports,0,Yes
USR00081,SES00081,Add to Cart,26-01-2026 03:56,Mobile,East,Google Ads,Electronics,0,Yes
USR00082,SES00082,Browse,10-01-2026 00:00,Mobile,North,Social Media,Sports,0,Yes
USR00083,SES00083,Browse,30-01-2026 04:25,Mobile,West,Organic,Home,0,Yes
USR00083,SES00083,Add to Cart,30-01-2026 04:27,Tablet,North,Social Media,Beauty,0,Yes
USR00084,SES00084,Browse,21-01-2026 12:18,Tablet,South,Google Ads,Electronics,0,Yes
USR00085,SES00085,Browse,03-02-2026 12:54,Desktop,South,Social Media,Home,0,Yes
USR00085,SES00085,Add to Cart,03-02-2026 12:59,Mobile,West,Organic,Beauty,0,Yes
USR00086,SES00086,Browse,23-01-2026 20:52,Desktop,North,Social Media,Beauty,0,Yes
USR00086,SES00086,Add to Cart,23-01-2026 20:57,Desktop,West,Organic,Home,0,Yes
USR00086,SES00086,Checkout,23-01-2026 20:59,Desktop,North,Google Ads,Beauty,0,Yes
USR00087,SES00087,Browse,31-01-2026 10:04,Tablet,South,Google Ads,Electronics,0,Yes
USR00087,SES00087,Add to Cart,31-01-2026 10:08,Tablet,North,Social Media,Fashion,0,Yes
USR00088,SES00088,Browse,03-02-2026 03:12,Tablet,South,Email,Electronics,0,Yes
USR00088,SES00088,Add to Cart,03-02-2026 03:14,Tablet,South,Google Ads,Beauty,0,Yes
USR00088,SES00088,Checkout,03-02-2026 03:18,Tablet,West,Organic,Fashion,0,Yes
USR00089,SES00089,Browse,15-01-2026 03:46,Tablet,West,Email,Home,0,Yes
USR00089,SES00089,Add to Cart,15-01-2026 03:48,Desktop,East,Organic,Beauty,0,Yes
USR00090,SES00090,Browse,14-01-2026 01:23,Tablet,North,Social Media,Electronics,0,Yes
USR00090,SES00090,Add to Cart,14-01-2026 01:27,Mobile,South,Social Media,Electronics,0,Yes
USR00090,SES00090,Checkout,14-01-2026 01:29,Mobile,East,Social Media,Electronics,0,Yes
USR00091,SES00091,Browse,12-01-2026 12:37,Desktop,North,Organic,Fashion,0,Yes
USR00092,SES00092,Browse,13-01-2026 00:25,Desktop,North,Organic,Electronics,0,Yes
USR00092,SES00092,Add to Cart,13-01-2026 00:27,Desktop,East,Google Ads,Sports,0,Yes
USR00093,SES00093,Browse,07-01-2026 23:47,Tablet,North,Organic,Home,0,Yes
USR00094,SES00094,Browse,12-01-2026 04:45,Desktop,South,Organic,Sports,0,Yes
USR00094,SES00094,Add to Cart,12-01-2026 04:47,Desktop,North,Social Media,Electronics,0,Yes
USR00094,SES00094,Checkout,12-01-2026 04:52,Desktop,West,Organic,Beauty,0,Yes
USR00095,SES00095,Browse,26-01-2026 14:50,Desktop,North,Email,Beauty,0,Yes
USR00095,SES00095,Add to Cart,26-01-2026 14:53,Mobile,North,Email,Electronics,0,Yes
USR00096,SES00096,Browse,02-02-2026 09:14,Mobile,North,Social Media,Fashion,0,Yes
USR00096,SES00096,Add to Cart,02-02-2026 09:17,Tablet,West,Email,Home,0,Yes
USR00097,SES00097,Browse,06-01-2026 09:22,Desktop,West,Organic,Fashion,0,No
USR00097,SES00097,Add to Cart,06-01-2026 09:24,Tablet,North,Email,Home,0,No
USR00097,SES00097,Checkout,06-01-2026 09:28,Tablet,East,Organic,Electronics,0,No
USR00097,SES00097,Purchase,06-01-2026 09:32,Desktop,North,Email,Electronics,665.9,No
USR00098,SES00098,Browse,31-01-2026 13:50,Mobile,South,Google Ads,Home,0,Yes
USR00099,SES00099,Browse,31-01-2026 09:20,Mobile,East,Organic,Fashion,0,Yes
USR00100,SES00100,Browse,02-02-2026 08:15,Mobile,North,Organic,Fashion,0,Yes
USR00100,SES00100,Add to Cart,02-02-2026 08:17,Desktop,South,Organic,Electronics,0,Yes
USR00100,SES00100,Checkout,02-02-2026 08:22,Mobile,East,Organic,Sports,0,Yes
USR00101,SES00101,Browse,01-02-2026 10:46,Tablet,East,Google Ads,Home,0,No
USR00101,SES00101,Add to Cart,01-02-2026 10:51,Mobile,South,Organic,Home,0,No
USR00101,SES00101,Checkout,01-02-2026 10:56,Desktop,South,Organic,Fashion,0,No
USR00101,SES00101,Purchase,01-02-2026 10:58,Desktop,South,Email,Electronics,1749.1,No
USR00102,SES00102,Browse,02-02-2026 03:06,Tablet,West,Email,Beauty,0,Yes
USR00102,SES00102,Add to Cart,02-02-2026 03:09,Tablet,North,Organic,Home,0,Yes
USR00103,SES00103,Browse,24-01-2026 02:21,Tablet,East,Email,Sports,0,Yes
USR00103,SES00103,Add to Cart,24-01-2026 02:26,Mobile,West,Google Ads,Home,0,Yes
USR00104,SES00104,Browse,22-01-2026 03:35,Tablet,East,Social Media,Beauty,0,Yes
USR00105,SES00105,Browse,08-01-2026 12:47,Tablet,South,Email,Electronics,0,Yes
USR00105,SES00105,Add to Cart,08-01-2026 12:49,Desktop,North,Google Ads,Sports,0,Yes
USR00105,SES00105,Checkout,08-01-2026 12:53,Mobile,North,Google Ads,Sports,0,Yes
USR00106,SES00106,Browse,15-01-2026 16:01,Desktop,East,Google Ads,Beauty,0,Yes
USR00106,SES00106,Add to Cart,15-01-2026 16:04,Desktop,South,Social Media,Beauty,0,Yes
USR00107,SES00107,Browse,15-01-2026 07:23,Tablet,West,Google Ads,Beauty,0,Yes
USR00108,SES00108,Browse,31-01-2026 11:05,Desktop,North,Google Ads,Fashion,0,Yes
USR00109,SES00109,Browse,16-01-2026 14:35,Mobile,South,Google Ads,Fashion,0,Yes
USR00109,SES00109,Add to Cart,16-01-2026 14:40,Tablet,East,Google Ads,Home,0,Yes
USR00110,SES00110,Browse,16-01-2026 19:39,Mobile,West,Organic,Home,0,Yes
USR00111,SES00111,Browse,02-02-2026 08:08,Tablet,South,Social Media,Electronics,0,Yes
USR00112,SES00112,Browse,30-01-2026 16:46,Mobile,South,Google Ads,Fashion,0,Yes
USR00113,SES00113,Browse,25-01-2026 12:01,Mobile,East,Email,Beauty,0,Yes
USR00114,SES00114,Browse,04-02-2026 11:53,Tablet,West,Google Ads,Sports,0,Yes
USR00115,SES00115,Browse,12-01-2026 20:00,Mobile,East,Social Media,Home,0,Yes
USR00115,SES00115,Add to Cart,12-01-2026 20:05,Tablet,North,Email,Beauty,0,Yes
USR00116,SES00116,Browse,11-01-2026 11:31,Mobile,West,Google Ads,Sports,0,Yes
USR00116,SES00116,Add to Cart,11-01-2026 11:36,Mobile,East,Google Ads,Fashion,0,Yes
USR00117,SES00117,Browse,30-01-2026 01:41,Desktop,North,Email,Sports,0,Yes
USR00118,SES00118,Browse,25-01-2026 02:12,Tablet,South,Organic,Home,0,Yes
USR00119,SES00119,Browse,13-01-2026 17:10,Mobile,South,Google Ads,Sports,0,Yes
USR00119,SES00119,Add to Cart,13-01-2026 17:15,Tablet,East,Google Ads,Sports,0,Yes
USR00120,SES00120,Browse,12-01-2026 14:17,Tablet,West,Social Media,Electronics,0,Yes
USR00120,SES00120,Add to Cart,12-01-2026 14:22,Mobile,North,Google Ads,Sports,0,Yes
USR00120,SES00120,Checkout,12-01-2026 14:27,Mobile,East,Organic,Fashion,0,Yes
USR00121,SES00121,Browse,17-01-2026 13:30,Desktop,South,Social Media,Home,0,Yes
USR00122,SES00122,Browse,10-01-2026 02:02,Desktop,East,Organic,Sports,0,Yes
USR00123,SES00123,Browse,10-01-2026 23:21,Tablet,South,Social Media,Sports,0,Yes
USR00124,SES00124,Browse,05-01-2026 23:57,Desktop,North,Email,Beauty,0,Yes
USR00124,SES00124,Add to Cart,06-01-2026 00:02,Tablet,North,Organic,Electronics,0,Yes
USR00125,SES00125,Browse,16-01-2026 09:02,Mobile,North,Social Media,Home,0,Yes
USR00126,SES00126,Browse,02-02-2026 08:22,Mobile,East,Organic,Fashion,0,No
USR00126,SES00126,Add to Cart,02-02-2026 08:27,Tablet,West,Email,Fashion,0,No
USR00126,SES00126,Checkout,02-02-2026 08:30,Desktop,North,Google Ads,Sports,0,No
USR00126,SES00126,Purchase,02-02-2026 08:33,Desktop,North,Social Media,Sports,692.75,No
USR00127,SES00127,Browse,24-01-2026 04:21,Tablet,West,Google Ads,Electronics,0,Yes
USR00127,SES00127,Add to Cart,24-01-2026 04:25,Desktop,South,Organic,Fashion,0,Yes
USR00127,SES00127,Checkout,24-01-2026 04:28,Tablet,North,Email,Sports,0,Yes
USR00128,SES00128,Browse,23-01-2026 18:42,Tablet,West,Email,Sports,0,Yes
USR00128,SES00128,Add to Cart,23-01-2026 18:44,Tablet,North,Organic,Electronics,0,Yes
USR00129,SES00129,Browse,25-01-2026 20:56,Mobile,East,Google Ads,Fashion,0,Yes
USR00130,SES00130,Browse,29-01-2026 04:23,Mobile,West,Organic,Sports,0,No
USR00130,SES00130,Add to Cart,29-01-2026 04:26,Desktop,West,Email,Fashion,0,No
USR00130,SES00130,Checkout,29-01-2026 04:29,Desktop,West,Organic,Sports,0,No
USR00130,SES00130,Purchase,29-01-2026 04:31,Tablet,North,Email,Fashion,1523.59,No
USR00131,SES00131,Browse,14-01-2026 21:22,Tablet,South,Social Media,Fashion,0,No
USR00131,SES00131,Add to Cart,14-01-2026 21:26,Tablet,North,Organic,Home,0,No
USR00131,SES00131,Checkout,14-01-2026 21:29,Mobile,East,Google Ads,Beauty,0,No
USR00131,SES00131,Purchase,14-01-2026 21:34,Mobile,East,Google Ads,Beauty,1880.4,No
USR00132,SES00132,Browse,16-01-2026 11:47,Desktop,East,Email,Sports,0,Yes
USR00132,SES00132,Add to Cart,16-01-2026 11:49,Desktop,South,Social Media,Beauty,0,Yes
USR00133,SES00133,Browse,26-01-2026 15:32,Mobile,West,Google Ads,Beauty,0,Yes
USR00133,SES00133,Add to Cart,26-01-2026 15:36,Desktop,West,Social Media,Beauty,0,Yes
USR00133,SES00133,Checkout,26-01-2026 15:39,Tablet,North,Email,Electronics,0,Yes
USR00134,SES00134,Browse,22-01-2026 13:02,Mobile,South,Google Ads,Beauty,0,No
USR00134,SES00134,Add to Cart,22-01-2026 13:06,Mobile,East,Social Media,Sports,0,No
USR00134,SES00134,Checkout,22-01-2026 13:09,Tablet,North,Organic,Home,0,No
USR00134,SES00134,Purchase,22-01-2026 13:11,Mobile,South,Email,Electronics,241.19,No
USR00135,SES00135,Browse,20-01-2026 17:59,Mobile,West,Email,Beauty,0,Yes
USR00135,SES00135,Add to Cart,20-01-2026 18:04,Tablet,South,Google Ads,Sports,0,Yes
USR00136,SES00136,Browse,01-02-2026 11:46,Mobile,East,Organic,Home,0,Yes
USR00137,SES00137,Browse,30-01-2026 08:15,Mobile,North,Google Ads,Fashion,0,Yes
USR00137,SES00137,Add to Cart,30-01-2026 08:19,Tablet,South,Organic,Fashion,0,Yes
USR00138,SES00138,Browse,02-02-2026 13:16,Tablet,East,Social Media,Fashion,0,Yes
USR00138,SES00138,Add to Cart,02-02-2026 13:19,Desktop,South,Email,Electronics,0,Yes
USR00139,SES00139,Browse,20-01-2026 01:48,Desktop,West,Organic,Fashion,0,No
USR00139,SES00139,Add to Cart,20-01-2026 01:51,Tablet,North,Organic,Electronics,0,No
USR00139,SES00139,Checkout,20-01-2026 01:53,Mobile,East,Social Media,Sports,0,No
